Date,SM,Start Depth,End Depth,Site_ID,Sensor
2002/7/15,31.77833333,60,100,1,3
2002/7/16,30.83041667,15,30,1,1
2002/7/16,29.92666667,30,60,1,2
2002/7/16,29.548125,60,100,1,3
2002/7/17,29.15166667,15,30,1,1
2002/7/17,28.49291667,30,60,1,2
2002/7/17,27.64479167,60,100,1,3
2002/7/18,27.39833333,15,30,1,1
2002/7/18,28.318125,30,60,1,2
2002/7/18,28.350625,60,100,1,3
2002/7/19,29.523125,15,30,1,1
2002/7/19,29.81875,30,60,1,2
2002/7/19,29.185,60,100,1,3
2002/7/20,29.47791667,15,30,1,1
2002/7/20,30.268125,30,60,1,2
2002/7/20,30.25145833,60,100,1,3
2002/7/21,30.630625,15,30,1,1
2002/7/21,32.176875,30,60,1,2
2002/7/21,32.200625,60,100,1,3
2002/7/22,32.154375,15,30,1,1
2002/7/22,32.32104167,30,60,1,2
2002/7/22,32.12770833,60,100,1,3
2002/7/23,31.80270833,15,30,1,1
2002/7/23,30.95708333,30,60,1,2
2002/7/23,29.75375,60,100,1,3
2002/7/24,28.69104167,15,30,1,1
2002/7/24,27.78770833,30,60,1,2
2002/7/24,26.77354167,60,100,1,3
2002/7/25,25.96729167,15,30,1,1
2002/7/25,25.24,30,60,1,2
2002/7/25,24.56520833,60,100,1,3
2002/7/26,23.82541667,15,30,1,1
2002/7/26,23.24375,30,60,1,2
2002/7/26,22.60583333,60,100,1,3
2002/7/27,22.07125,15,30,1,1
2002/7/27,21.82916667,30,60,1,2
2002/7/27,21.760625,60,100,1,3
2002/7/28,21.2475,15,30,1,1
2002/7/28,20.75229167,30,60,1,2
2002/7/28,20.60479167,60,100,1,3
2002/7/29,21.09645833,15,30,1,1
2002/7/29,23.89291667,30,60,1,2
2002/7/29,28.05958333,60,100,1,3
2002/7/30,29.00708333,15,30,1,1
2002/7/30,28.31416667,30,60,1,2
2002/7/30,27.58041667,60,100,1,3
2002/7/31,26.82270833,15,30,1,1
2002/7/31,26.02375,30,60,1,2
2002/7/31,25.08708333,60,100,1,3
2002/8/1,24.54958333,15,30,1,1
2002/8/1,25.45354167,30,60,1,2
2002/8/1,25.7325,60,100,1,3
2002/8/2,26.186875,15,30,1,1
2002/8/2,25.72895833,30,60,1,2
2002/8/2,24.84708333,60,100,1,3
2002/8/3,24.153125,15,30,1,1
2002/8/3,23.35583333,30,60,1,2
2002/8/3,22.56270833,60,100,1,3
2002/8/4,21.76,15,30,1,1
2002/8/4,21.105,30,60,1,2
2002/8/4,20.59354167,60,100,1,3
2002/8/5,20.41541667,15,30,1,1
2002/8/5,20.19020833,30,60,1,2
2002/8/5,19.92270833,60,100,1,3
2002/8/6,19.53208333,15,30,1,1
2002/8/6,19.2325,30,60,1,2
2002/8/6,18.96166667,60,100,1,3
2002/8/7,18.93708333,15,30,1,1
2002/8/7,18.8525,30,60,1,2
2002/8/7,19.31604167,60,100,1,3
2002/8/8,19.60354167,15,30,1,1
2002/8/8,21.13854167,30,60,1,2
2002/8/8,21.75,60,100,1,3
2002/8/9,21.86291667,15,30,1,1
2002/8/9,21.51229167,30,60,1,2
2002/8/9,21.05666667,60,100,1,3
2002/8/10,20.75895833,15,30,1,1
2002/8/10,20.42645833,30,60,1,2
2002/8/10,20.06125,60,100,1,3
2002/8/11,19.63145833,15,30,1,1
2002/8/11,19.32770833,30,60,1,2
2002/8/11,19.01979167,60,100,1,3
2002/8/12,18.760625,15,30,1,1
2002/8/12,18.51854167,30,60,1,2
2002/8/12,18.35333333,60,100,1,3
2002/8/13,18.25145833,15,30,1,1
2002/8/13,18.61395833,30,60,1,2
2002/8/13,19.500625,60,100,1,3
2002/8/14,20.12729167,15,30,1,1
2002/8/14,20.03729167,30,60,1,2
2002/8/14,19.80041667,60,100,1,3
2002/8/15,19.535,15,30,1,1
2002/8/15,19.33395833,30,60,1,2
2002/8/15,19.22,60,100,1,3
2002/8/16,19.014375,15,30,1,1
2002/8/16,18.95270833,30,60,1,2
2002/8/16,18.78666667,60,100,1,3
2002/8/17,18.91604167,15,30,1,1
2002/8/17,19.23916667,30,60,1,2
2002/8/17,19.31770833,60,100,1,3
2002/8/18,19.20645833,15,30,1,1
2002/8/18,19.40145833,30,60,1,2
2002/8/18,20.90354167,60,100,1,3
2002/8/19,21.11979167,15,30,1,1
2002/8/19,21.088125,30,60,1,2
2002/8/19,20.845,60,100,1,3
2002/8/20,20.72354167,15,30,1,1
2002/8/20,20.545,30,60,1,2
2002/8/20,20.38125,60,100,1,3
2002/8/21,20.25458333,15,30,1,1
2002/8/21,20.2325,30,60,1,2
2002/8/21,20.30916667,60,100,1,3
